,filename,fold,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,class
0,100032-3-0-0.wav,5,-2.2139300436087845,1.2974991284856447,-1.5752361569119784,-0.581448765221084,0.1609858300051083,-0.08979800139805243,0.32581578726451743,0.6099567670160129,0.609468068699414,0.5655485234382279,0.30510577396587885,0.3872958142164237,0.19873727404867175,dog_bark
1,100263-2-0-117.wav,5,-3.328575700304915,1.0059264485343764,-0.2042626383980025,0.6042860992312304,0.2441480131725947,0.23978156461363018,0.2561251893047538,0.1908851070751883,0.21943213795401714,0.21155575653744643,0.13120662661327584,0.29218405703541583,0.1373073386309857,children_playing
2,100263-2-0-121.wav,5,-3.3403784217131465,1.0420506954856008,-0.13468902916354591,0.5051414324466252,0.22494146849940977,0.29138758338298937,0.28984233085426936,0.1808900292240726,0.2117935584580619,0.20168296931418142,0.11809190490436343,0.2355971442135174,0.17364833409359942,children_playing
3,100263-2-0-126.wav,5,-3.3527914800029146,0.964198751373306,-0.05874601855304922,0.5481362327524896,0.25827046427750394,0.21866374551049683,0.26641843807648696,0.16118046361482727,0.21898889997567328,0.1893397658524929,0.11990111324040024,0.3003923232555068,0.1660473006267819,children_playing
4,100263-2-0-137.wav,5,-3.3395620366224925,0.9976003524916481,-0.18458496312026157,0.5753788074599521,0.25485163762268154,0.2981696386614333,0.24993361954298457,0.1827608986307008,0.24752720582282894,0.19112418692577116,0.0986107399213159,0.25370815264815294,0.17448176001528504,children_playing
5,100263-2-0-143.wav,5,-3.3513379071109397,1.0204483608654227,-0.06258510109925784,0.5345654203119505,0.22730858354191774,0.29642091623504635,0.24859491554229435,0.19275235225127507,0.18785024950283552,0.18629868747696207,0.12708585494301344,0.22385622744416614,0.168741440095314,children_playing
6,100263-2-0-161.wav,5,-3.368650093416681,0.9794628093836294,0.009207034840949908,0.5065402740711246,0.23566685429241357,0.28935427990068013,0.22246057937536626,0.1831192534199625,0.19967953328184676,0.1826451162440152,0.14111387992691143,0.2504684036394564,0.16893207504032548,children_playing
7,100263-2-0-3.wav,5,-3.3692524087847158,0.980955618975808,-0.002979712270481072,0.4674712902011276,0.18317363309020962,0.33050195507322605,0.2702897039952135,0.21825359077388487,0.19612065311646085,0.20389909445234183,0.1313400662654314,0.2310905961214606,0.15913591899003432,children_playing
8,100263-2-0-36.wav,5,-3.344111201548284,1.0386995682899467,-0.08328524568802415,0.5333854090153612,0.17983517039617838,0.31630273029055,0.24539010723829352,0.20778149418705008,0.2042297097792253,0.17671228124892296,0.12583771363461638,0.25183307223852286,0.1473891909176429,children_playing
9,100648-1-0-0.wav,10,-2.905637369619396,2.0225914646282765,0.22211247646497417,0.10322109715669762,0.12700517124177052,0.008348148411207608,-0.2794856638593385,0.18585973104129577,0.10491361313985259,0.046553036817451966,0.06638181016858533,0.2652917118750406,0.03284477253358098,car_horn
10,100648-1-1-0.wav,10,-2.9594859247393255,1.9526408857988873,-0.011642133630999025,0.337508847109209,0.01154621006424171,-0.08451902699454349,0.020232775507942655,0.18641896325393373,-0.03993735230611207,0.28925622163822384,0.06164429625375285,0.23999640325542124,-0.0036601652106332165,car_horn
11,100648-1-2-0.wav,10,-3.078841909334405,1.6719278033671883,0.026828468407787416,0.5956781966020219,0.014533883177348475,-0.0013094095170763129,0.1248777935393922,0.13769043706660022,-0.11857084740723277,0.2776039233566229,0.08910398527599857,0.023583600388117274,0.2368940750776375,car_horn
12,100648-1-3-0.wav,10,-3.031510324821261,1.7947398976904005,-0.05218380274062479,0.5207377424826047,0.08723756633942704,0.025542270581012983,0.04693896439467875,0.2286659027191243,-0.18991602402164978,0.28267686335655534,0.10949143382983235,0.17792928970458716,-0.00034977951468893084,car_horn
13,100648-1-4-0.wav,10,-2.564811579948125,1.5261190472342108,-0.12139700136683329,0.7040059978767128,0.4630304287583915,-0.18876134485457882,-0.4954993764288155,0.549253527234983,-0.37356142244686064,0.14877434922891403,0.006627877875090968,0.393650224375736,-0.0474307275388259,car_horn
14,100652-3-0-0.wav,2,-2.8843722550768023,1.447071538415704,-0.8637198633188193,0.11924178966579596,0.2683701195848479,0.02467409845372467,0.0655295870367008,0.24892045178472177,0.14832211755556696,0.4032032811055057,0.3743459524255373,0.3767705561006754,0.27164262626684244,dog_bark
15,100652-3-0-1.wav,2,-2.901265768810014,1.4298960384026633,-0.8845443777308261,0.1024597328274064,0.31489058394794794,0.028871994432410817,0.055882950752568654,0.2493489194979014,0.1454615070187723,0.3829336384346139,0.3885275361389924,0.40115146065016455,0.28638578443739765,dog_bark
16,100652-3-0-2.wav,2,-2.9294280356582685,1.4257462601069357,-0.8124609011823646,0.09619021497423652,0.3349088842193109,0.002662132154705591,0.06044829556120235,0.23482144914534342,0.18445929826839697,0.40835734932214374,0.3608096536738975,0.3628125536020168,0.27067284581244355,dog_bark
17,100652-3-0-3.wav,2,-2.888605017999079,1.4378307423030912,-0.8661665498521769,0.09330856930789289,0.34605192233069676,-0.053667868321696614,0.056614902683076854,0.20912105026810773,0.20445338881328726,0.4158683579782968,0.4066560735041707,0.3828788380125345,0.2556555909717981,dog_bark
18,100795-3-0-0.wav,10,-3.037075745609216,1.1755498586202655,-0.648483044506756,-0.12100212111279054,0.3796729250591741,0.33036404630077315,0.2267187881157859,0.33813804493123006,0.20549299287294925,0.2063343508041425,0.27618755069879636,0.32296545712080427,0.3451368967048409,dog_bark
19,100795-3-1-0.wav,10,-3.001015946260762,1.4251647981996678,-0.5241952079496423,-0.2214577671475159,0.24784027220850122,0.24246245158935814,0.10871734740861376,0.2785689358597365,0.2608702990961261,0.41363101171458766,0.32966328456167376,0.188923598251692,0.2508269224679642,dog_bark
20,100795-3-1-1.wav,10,-3.0460452229562804,1.3392403031995366,-0.520925096826531,-0.16699452761605008,0.2817530416769449,0.27658045295834616,0.12720286191420044,0.3160277031189706,0.2808505607544488,0.4129335080330235,0.306468703362635,0.15357416608857685,0.23933354629217923,dog_bark
21,100795-3-1-2.wav,10,-3.000799162929212,1.4104764104656493,-0.5516306455743056,-0.20426074143455503,0.3029664600042473,0.2959919460374569,0.10410696407994126,0.27970433910995995,0.24548607080972837,0.38750382795212546,0.29860761690121757,0.16389626022990575,0.2679506543478386,dog_bark
22,100852-0-0-0.wav,5,-1.6897872137215662,2.3511013317152605,-1.5804792385758188,1.1839052673223056,0.08032556773498932,0.27464277665513737,0.1389815596061084,0.059986826166410975,-0.25558028736020366,-0.06028355581417339,-0.3252087543007561,0.0756134639509675,-0.25321774337866026,air_conditioner
